Source Port,Destination Port,Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
443,59952,6,2787,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1076.4262648008612,1393.5,1605.839500074649,2529.0,258.0,258.0,258.0,0.0,258.0,258.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,717.6175098672408,358.8087549336204,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,1,0,181,1591,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
46068,443,6,62393480,12,9,329.0,5244.0,203.0,0.0,27.416666666666664,66.1024801258461,1448.0,0.0,582.6666666666666,639.2151437505216,89.32023025482792,0.336573629167663,3119674.0,13751967.290562104,61544395.0,8.0,62393480.0,5672134.545454546,18530959.937955145,61544395.0,8.0,651463.0,81432.875,153042.40670334993,379191.0,11.0,0,0,0,0,392,296,0.1923277880958074,0.1442458410718556,0.0,1448.0,253.31818181818184,486.4651297994775,236648.3225108225,0,0,0,1,0,0,0,0,0.0,265.3809523809524,27.416666666666668,582.6666666666666,392,0,0,0,0,0,0,12,329,9,5244,65535,32,2,32,849085.0,0.0,849085.0,849085.0,61544395.0,0.0,61544395.0,61544395.0,1
57121,443,6,106206487,3,1,23.0,0.0,23.0,0.0,7.666666666666667,13.279056191361391,0.0,0.0,0.0,0.0,0.2165592766475742,0.0376624828952303,35402162.33333333,61110682.70751994,105966636.0,37263.0,106169224.0,53084612.0,74786475.54653952,105966636.0,202588.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,96,20,0.0282468621714227,0.0094156207238075,0.0,23.0,4.6,10.285912696499032,105.8,0,0,0,0,1,1,0,0,0.0,5.75,7.666666666666667,0.0,96,0,0,0,0,0,0,3,23,1,0,185,0,1,32,202588.0,0.0,202588.0,202588.0,105966636.0,0.0,105966636.0,105966636.0,1
34370,80,6,253843,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.878885767974693,253843.0,0.0,253843.0,253843.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,3.9394428839873465,3.9394428839873465,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,1,0,1386,126,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
80,38575,6,3491,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572.9017473503294,3491.0,0.0,3491.0,3491.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,286.4508736751647,286.4508736751647,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,1,0,29,1369,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
35204,443,6,68928545,11,9,445.0,4829.0,242.0,0.0,40.45454545454545,90.42716808168178,1418.0,0.0,536.5555555555555,668.3423731724465,76.51401897428707,0.2901555516658592,3627818.157894737,15763124.479405131,68721341.0,5.0,68928545.0,6892854.5,21724331.583549853,68721341.0,22.0,168600.0,21075.0,30619.300533207108,78505.0,5.0,0,0,0,0,372,296,0.1595855534162225,0.1305699982496366,0.0,1418.0,251.14285714285717,496.9770905901282,246986.2285714285,0,0,0,1,0,0,0,0,0.0,263.7,40.45454545454545,536.5555555555555,372,0,0,0,0,0,0,11,445,9,4829,65535,175,2,32,207204.0,0.0,207204.0,207204.0,68721341.0,0.0,68721341.0,68721341.0,1
51758,443,6,45588028,10,8,448.0,4771.0,242.0,0.0,44.8,94.82709411227246,1418.0,0.0,596.3749999999999,688.4199170149402,114.48181088245362,0.3948405050554062,2681648.705882353,11006861.177399823,45394498.0,5.0,45588028.0,5065336.444444444,15123455.820235582,45394498.0,32.0,120468.0,17209.714285714286,29553.94821742258,69275.0,5.0,0,0,0,0,328,264,0.2193558361418923,0.1754846689135138,0.0,1418.0,274.6842105263158,518.0187740732932,268343.45029239764,0,0,0,1,0,0,0,0,0.0,289.94444444444446,44.8,596.375,328,0,0,0,0,0,0,10,448,8,4771,65535,175,2,32,193530.0,0.0,193530.0,193530.0,45394498.0,0.0,45394498.0,45394498.0,1
46059,443,6,10693718,12,9,339.0,5260.0,213.0,0.0,28.25,68.5354918006987,1448.0,0.0,584.4444444444445,638.2709281941155,523.5784223971494,1.963769757160232,534685.9,2227462.878774317,9993393.0,10.0,10693718.0,972156.1818181818,2993377.2038393626,9993393.0,10.0,482486.0,60310.75,113572.4060044642,284602.0,13.0,0,0,0,0,392,296,1.1221541469487035,0.8416156102115279,0.0,1448.0,254.5,486.46418651520975,236647.4047619048,0,0,0,1,0,0,0,0,0.0,266.6190476190476,28.25,584.4444444444445,392,0,0,0,0,0,0,12,339,9,5260,65535,32,2,32,700325.0,0.0,700325.0,700325.0,9993393.0,0.0,9993393.0,9993393.0,1
39104,80,6,28562,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.04621525103283,9520.666666666666,14683.40029875006,26435.0,48.0,28562.0,28562.0,0.0,28562.0,28562.0,48.0,48.0,0.0,48.0,48.0,0,0,0,0,52,64,70.02310762551642,70.02310762551642,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,52,0,0,0,0,0,0,2,0,2,0,1702,480,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
80,42348,6,74439,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.867636588347505,74439.0,0.0,74439.0,74439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,13.433818294173753,13.433818294173753,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,170,1369,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
52023,443,6,11176378,10,8,445.0,4767.0,242.0,0.0,44.5,94.26351951370748,1418.0,0.0,595.875,688.6820617257699,466.3407053698434,1.6105396578390605,657434.0,2664651.224657835,10997639.0,15.0,11176378.0,1241819.7777777778,3658526.9654100807,10997639.0,61.0,108176.0,15453.714285714286,22092.66359913992,49154.0,15.0,0,0,0,0,328,264,0.8947442543550335,0.7157954034840268,0.0,1418.0,274.3157894736842,518.038828728287,268364.22807017545,0,0,0,1,0,0,0,0,0.0,289.55555555555554,44.5,595.875,328,0,0,0,0,0,0,10,445,8,4767,65535,175,2,32,178739.0,0.0,178739.0,178739.0,10997639.0,0.0,10997639.0,10997639.0,1
48863,443,6,51011379,7,4,717.0,213.0,517.0,0.0,102.42857142857144,197.4199053986681,152.0,0.0,53.25,71.83952022853902,18.231226409307617,0.2156381618305202,5101137.899999999,16058293.977071594,50803809.0,32.0,51011379.0,8501896.5,20723651.896659765,50803809.0,32.0,130678.0,43559.333333333336,43589.55081591612,87883.0,743.0,0,0,0,0,232,136,0.1372242848012401,0.07841387702928,0.0,517.0,77.5,154.34288863672103,23821.727272727272,0,0,0,1,0,0,0,0,0.0,84.54545454545455,102.42857142857144,53.25,232,0,0,0,0,0,0,7,717,4,213,65535,175,2,32,207570.0,0.0,207570.0,207570.0,50803809.0,0.0,50803809.0,50803809.0,1
39534,443,6,36598,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.64779496147331,36598.0,0.0,36598.0,36598.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,27.32389748073665,27.32389748073665,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,1546,175,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
35019,80,6,245406,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.149759989568306,245406.0,0.0,245406.0,245406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,32,4.074879994784153,4.074879994784153,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,1,0,1369,113,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
46048,443,6,10867263,12,9,327.0,5244.0,201.0,0.0,27.250000000000004,65.6202920389168,1448.0,0.0,582.6666666666666,639.2151437505216,512.6405793252634,1.9324092920176863,543363.15,2278062.3332522446,10217134.0,8.0,10867263.0,987933.0,3062347.337243508,10217134.0,8.0,451950.0,56493.75,104523.87431006235,244886.0,15.0,0,0,0,0,392,296,1.1042338811529635,0.8281754108647228,0.0,1448.0,253.22727272727272,486.475167654618,236658.08874458872,0,0,0,1,0,0,0,0,0.0,265.2857142857143,27.25,582.6666666666666,392,0,0,0,0,0,0,12,327,9,5244,65535,32,2,32,650129.0,0.0,650129.0,650129.0,10217134.0,0.0,10217134.0,10217134.0,1
443,58919,6,83049,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.082168358438995,83049.0,0.0,83049.0,83049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,12.041084179219498,12.041084179219498,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,181,1546,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
35333,80,6,18451,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.39520893176524,18451.0,0.0,18451.0,18451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,32,54.19760446588261,54.19760446588261,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,44,0,0,0,0,0,0,1,0,1,0,1409,675,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
42546,443,6,60833924,9,7,328.0,3268.0,202.0,0.0,36.44444444444444,74.77150378170668,1452.0,0.0,466.8571428571429,678.676758742439,59.11175481627652,0.2630111449000067,4055594.9333333336,15260845.65373642,59217275.0,9.0,60833924.0,7604240.5,20855919.27669836,59217275.0,9.0,1174880.0,195813.3333333333,331638.8765417388,801611.0,15.0,0,0,0,0,200,160,0.1479437690062538,0.1150673758937529,0.0,1452.0,211.52941176470588,473.3736787210315,224082.6397058824,0,0,0,1,0,0,0,0,0.0,224.75,36.44444444444444,466.8571428571428,200,0,0,0,0,0,0,9,328,7,3268,65535,15544,2,20,1616649.0,0.0,1616649.0,1616649.0,59217275.0,0.0,59217275.0,59217275.0,1
56364,443,6,2620,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,763.3587786259542,2620.0,0.0,2620.0,2620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,381.6793893129771,381.6793893129771,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,1,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
54049,443,6,91860859,48,79,1547.0,100659.0,1026.0,0.0,32.22916666666667,150.90383574264763,1452.0,0.0,1274.1645569620257,456.5274005419988,1112.6175077461446,1.3825257175093475,729054.4365079365,8038338.47091907,90241700.0,5.0,1619159.0,34450.1914893617,72062.19968967579,246472.0,8.0,91618813.0,1174600.1666666665,10216329.298265476,90244519.0,5.0,0,0,0,0,980,1600,0.5225294050429029,0.8599963124664445,0.0,1452.0,798.4843749999999,710.0123319809035,504117.5115649607,0,0,0,1,0,0,0,0,1.0,804.7716535433071,32.229166666666664,1274.1645569620252,980,0,0,0,0,0,0,48,1547,79,100659,65535,0,7,20,1619159.0,0.0,1619159.0,1619159.0,90241700.0,0.0,90241700.0,90241700.0,1
40019,52689,6,1955,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1023.0179028132992,1955.0,0.0,1955.0,1955.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,511.5089514066496,511.5089514066496,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,33,1412,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
41901,443,6,11255675,7,6,576.0,2787.0,342.0,0.0,82.28571428571429,143.94641860279617,1448.0,0.0,464.5,693.6084630394874,298.7826141035522,1.15497293587457,937972.9166666667,3192610.6464334014,11075750.0,6.0,179925.0,29987.5,33331.90932874983,73094.0,422.0,11227171.0,2245434.2,4954911.264412735,11108884.0,6.0,0,0,0,0,232,188,0.6219085039324608,0.5330644319421092,0.0,1448.0,240.2142857142857,485.47394425391207,235684.95054945053,0,0,0,1,0,0,0,0,0.0,258.6923076923077,82.28571428571429,464.5,232,0,0,0,0,0,0,7,576,6,2787,65535,4956,2,32,179925.0,0.0,179925.0,179925.0,11075750.0,0.0,11075750.0,11075750.0,1
39446,443,6,100682020,3,1,31.0,0.0,31.0,0.0,10.333333333333334,17.8978583448784,0.0,0.0,0.0,0.0,0.3079000600107149,0.0397290400013825,33560673.333333336,58004817.92717154,100538856.0,37118.0,100644902.0,50322451.0,71016721.0046201,100538856.0,106046.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,96,20,0.0297967800010369,0.0099322600003456,0.0,31.0,6.2,13.863621460498695,192.2,0,0,0,0,1,1,0,0,0.0,7.75,10.333333333333334,0.0,96,0,0,0,0,0,0,3,31,1,0,811,0,1,32,106046.0,0.0,106046.0,106046.0,100538856.0,0.0,100538856.0,100538856.0,1
80,51007,6,12569,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.12164850027847,12569.0,0.0,12569.0,12569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,79.56082425013923,79.56082425013923,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,1,0,502,1369,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
47856,443,6,28624,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.8714365567356,28624.0,0.0,28624.0,28624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,32,34.9357182783678,34.9357182783678,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,44,0,0,0,0,0,0,1,0,1,0,8170,204,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
48584,443,6,203209,9,7,327.0,3811.0,209.0,0.0,36.33333333333333,75.60092592025576,1398.0,0.0,544.4285714285714,629.9052460867579,20363.27131180213,78.73667012779946,13547.266666666666,16294.665180738786,37651.0,6.0,203209.0,25401.125,24886.0664654943,70790.0,11.0,116557.0,19426.166666666668,30328.28235437455,70032.0,6.0,0,0,0,0,296,232,44.2893769468872,34.44729318091226,0.0,1398.0,243.4117647058823,468.0990892460069,219116.75735294115,0,0,0,1,0,0,0,0,0.0,258.625,36.333333333333336,544.4285714285714,296,0,0,0,0,0,0,9,327,7,3811,65535,114,2,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
39106,80,6,28698,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.38253536831834,9566.0,13910.426700860042,25612.0,915.0,28698.0,28698.0,0.0,28698.0,28698.0,915.0,915.0,0.0,915.0,915.0,0,0,0,0,52,64,69.69126768415917,69.69126768415917,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,52,0,0,0,0,0,0,2,0,2,0,2014,480,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
59241,443,6,12677654,10,8,326.0,3707.0,200.0,0.0,32.6,70.90557100820781,1460.0,0.0,463.3749999999999,643.6469612406211,318.118793903036,1.4198210489101533,745744.3529411765,2722625.2050995734,11285333.0,6.0,12677654.0,1408628.2222222222,3714142.573155976,11285333.0,107.0,1212024.0,173146.2857142857,288329.3572275256,806351.0,6.0,0,0,0,0,232,172,0.7887894716167517,0.6310315772934014,0.0,1460.0,212.26315789473685,460.5262499582242,212084.4269005848,0,0,0,1,0,0,0,0,0.0,224.05555555555557,32.6,463.375,232,0,0,0,0,0,0,10,326,8,3707,65535,31,2,20,1392321.0,0.0,1392321.0,1392321.0,11285333.0,0.0,11285333.0,11285333.0,1
41738,443,6,10476667,8,8,1029.0,3944.0,485.0,0.0,128.625,192.9610897120379,1448.0,0.0,493.0,664.8611025727748,474.6738633574972,1.5272032603498802,698444.4666666668,2649870.3972372976,10277005.0,41.0,199662.0,28523.14285714285,30175.12539288264,81596.0,436.0,10448162.0,1492594.5714285714,3894401.811774642,10324169.0,41.0,0,0,0,0,264,252,0.7636016301749401,0.7636016301749401,0.0,1448.0,292.52941176470586,498.5553025551752,248557.38970588232,0,0,0,1,0,0,0,0,1.0,310.8125,128.625,493.0,264,0,0,0,0,0,0,8,1029,8,3944,65535,5409,3,32,199662.0,0.0,199662.0,199662.0,10277005.0,0.0,10277005.0,10277005.0,1
42545,443,6,92241710,14,14,1118.0,4087.0,356.0,0.0,79.85714285714286,112.0829755430922,1452.0,0.0,291.9285714285714,511.8893306303491,56.42783508675197,0.3035503136270999,3416359.6296296297,17441505.199167322,90686909.0,6.0,1264029.0,97233.0,181442.2170490282,559447.0,8.0,91980092.0,7075391.692307692,25122860.34775548,90686909.0,6.0,0,0,0,0,300,300,0.1517751568135499,0.1517751568135499,0.0,1452.0,179.48275862068968,374.0653705942753,139924.90147783252,0,0,0,1,0,0,0,0,1.0,185.89285714285717,79.85714285714286,291.92857142857144,300,0,0,0,0,0,0,14,1118,14,4087,65535,0,8,20,1554801.0,0.0,1554801.0,1554801.0,90686909.0,0.0,90686909.0,90686909.0,1
52910,443,6,62386682,12,9,331.0,5244.0,205.0,0.0,27.583333333333336,66.58618247782115,1448.0,0.0,582.6666666666666,639.2151437505216,89.36202120830853,0.3366103041030456,3119334.1,13748185.887075474,61527988.0,14.0,62386682.0,5671516.545454546,18525722.22481308,61527988.0,14.0,661071.0,82633.875,154329.82909288563,377831.0,14.0,0,0,0,0,392,296,0.1923487452017403,0.1442615589013052,0.0,1448.0,253.4090909090909,486.4554654985592,236638.91991341996,0,0,0,1,0,0,0,0,0.0,265.4761904761905,27.58333333333333,582.6666666666666,392,0,0,0,0,0,0,12,331,9,5244,65535,32,2,32,858694.0,0.0,858694.0,858694.0,61527988.0,0.0,61527988.0,61527988.0,1
53071,80,6,256127,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.808626189351377,256127.0,0.0,256127.0,256127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,3.904313094675688,3.904313094675688,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,1,0,1369,135,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
40019,52676,6,5744,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.18941504178275,5744.0,0.0,5744.0,5744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,174.09470752089138,174.09470752089138,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,33,1414,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
34390,80,6,253604,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8863109414678,253604.0,0.0,253604.0,253604.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,3.9431554707339,3.9431554707339,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,1,0,1386,123,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
443,45850,6,1818,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.1100110011002,1818.0,0.0,1818.0,1818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,550.0550055005501,550.0550055005501,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,57,1369,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
443,46008,6,3260,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613.4969325153374,3260.0,0.0,3260.0,3260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,306.7484662576687,306.7484662576687,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,1,0,113,1369,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
40535,443,6,48884,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.91318222731364,48884.0,0.0,48884.0,48884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,20.45659111365682,20.45659111365682,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,1395,187,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53111,80,6,256797,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.788252978033232,256797.0,0.0,256797.0,256797.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,3.894126489016616,3.894126489016616,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,1,0,1369,137,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
443,56225,6,22504,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.3096338428724,11252.0,10151.224950714077,18430.0,4074.0,22504.0,22504.0,0.0,22504.0,22504.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,52,44,88.87308922858159,44.4365446142908,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,52,0,0,0,0,0,0,2,0,1,0,176,1546,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
33995,443,6,11426709,11,9,445.0,4827.0,242.0,0.0,40.45454545454545,90.42716808168178,1418.0,0.0,536.3333333333334,668.498130139494,461.37518685388767,1.7502852308569334,601405.7368421053,2569140.514863393,11210399.0,4.0,11426709.0,1142670.9,3537545.543150205,11210399.0,121.0,172341.0,21542.625,31591.76707370586,80174.0,4.0,0,0,0,0,372,296,0.9626568769713134,0.78762835388562,0.0,1418.0,251.047619047619,497.00346841752287,247012.44761904763,0,0,0,1,0,0,0,0,0.0,263.6,40.45454545454545,536.3333333333334,372,0,0,0,0,0,0,11,445,9,4827,65535,175,2,32,216310.0,0.0,216310.0,216310.0,11210399.0,0.0,11210399.0,11210399.0,1
443,50875,6,40165,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.794597286194445,40165.0,0.0,40165.0,40165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,24.897298643097223,24.897298643097223,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,415,2034,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
46090,443,6,62286590,12,9,326.0,5244.0,200.0,0.0,27.166666666666668,65.37977631894401,1448.0,0.0,582.6666666666666,639.2151437505216,89.42534821700787,0.337151223080281,3114329.5,13704579.91139459,61337514.0,8.0,62286590.0,5662417.2727272725,18465679.64791084,61337514.0,8.0,752654.0,94081.75,178725.40986724378,454104.0,15.0,0,0,0,0,392,296,0.1926578417601606,0.1444933813201204,0.0,1448.0,253.1818181818182,486.4803266578292,236663.10822510815,0,0,0,1,0,0,0,0,0.0,265.23809523809524,27.166666666666668,582.6666666666666,392,0,0,0,0,0,0,12,326,9,5244,65535,32,2,32,949076.0,0.0,949076.0,949076.0,61337514.0,0.0,61337514.0,61337514.0,1
443,45907,6,4263,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469.1531785127844,4263.0,0.0,4263.0,4263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,234.5765892563922,234.5765892563922,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,1,0,14600,65535,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
